id,date,price,bedrooms,bathrooms,sqft_living,grade,view,lat,waterfront,condition,floors,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_lot,long,sqft_living15,sqft_lot15
1926059027,20150109T000000,803000,2,1,1440,7,0,47.7223,0,3,1.5,1440,0,1928,0,98034,33747,-122.209,1980,8400
1328320440,20141210T000000,355000,3,2.25,1960,8,0,47.4427,0,3,1,1600,360,1980,0,98058,7000,-122.126,1980,7140
1972202005,20140521T000000,475000,4,2,1790,7,2,47.6526,0,4,1,840,950,1909,0,98103,2250,-122.345,1440,1545
2592201350,20150324T000000,823000,3,2.5,2560,9,0,47.5497,0,4,2,2560,0,1988,0,98006,9825,-122.145,2710,12034
6430500293,20141112T000000,395000,2,1.5,1010,7,0,47.6897,0,4,1,1010,0,1918,0,98103,3060,-122.354,1160,4080
6450300840,20150427T000000,499000,4,3.75,2560,7,0,47.7326,0,3,2,1900,660,1963,2006,98133,5250,-122.342,1400,5250
1189000225,20150402T000000,420000,2,1.75,1200,7,0,47.6132,0,3,1,800,400,1904,2005,98122,3136,-122.297,1330,3164
7804700020,20140812T000000,961500,3,2.5,3910,10,0,47.6374,0,3,2,3910,0,1999,0,98008,14000,-122.12,2280,14000
9542300430,20150331T000000,833000,4,1.75,2260,9,0,47.5976,0,3,1,2260,0,1967,0,98005,12238,-122.178,2430,10204
1775930440,20140623T000000,479000,3,2.25,2110,8,0,47.742,0,4,2,2110,0,1978,0,98072,11319,-122.105,1860,11319
1725059182,20140701T000000,1.15E+06,4,2.5,3340,10,0,47.6515,0,3,2,3340,0,1996,0,98033,10422,-122.197,1770,9490
3992700130,20140708T000000,267000,3,1,1400,6,0,47.7124,0,3,1.5,1400,0,1944,0,98125,8100,-122.289,1420,8100
824069193,20140911T000000,555000,4,1.75,1760,7,0,47.5882,0,3,1.5,1760,0,1988,0,98075,94525,-122.07,3030,34848
3904910480,20140731T000000,490000,3,2.5,2010,8,0,47.568,0,4,2,2010,0,1987,0,98029,9725,-122.018,1850,6858
2877102651,20140529T000000,619000,4,2,2300,8,0,47.678,0,5,1.5,1550,750,1915,0,98117,3400,-122.361,1670,4200
9289100170,20141031T000000,569950,5,2.75,2510,7,0,47.7719,0,4,1,1600,910,1963,0,98155,28185,-122.282,2910,14880
3797000680,20141125T000000,549000,3,2,1340,7,0,47.6857,0,5,2,1340,0,1905,0,98103,3000,-122.349,1120,3000
3378900020,20141023T000000,422500,3,1.75,1560,7,0,47.6868,0,3,1.5,1560,0,1962,1985,98052,7245,-122.119,2220,8502
4180300050,20140801T000000,400000,4,3.5,3350,7,1,47.3978,0,3,1,2140,1210,1980,0,98198,9681,-122.322,2580,9681
7852010670,20140709T000000,692500,4,2.75,3710,9,0,47.5352,0,3,2,3710,0,1999,0,98065,7984,-121.868,2950,7984
8562890280,20140626T000000,310000,4,2.5,2430,8,0,47.3779,0,3,2,2430,0,2002,0,98042,5499,-122.125,2890,5190
3991400080,20141216T000000,499900,3,1.75,2430,8,2,47.4972,0,3,1,1630,800,1977,0,98178,8820,-122.233,2390,10050
8651510020,20140827T000000,492000,3,2.25,2100,8,0,47.647,0,3,2,2100,0,1983,0,98074,7335,-122.061,2050,8930
3924500130,20150506T000000,460000,2,2.5,1880,9,0,47.5614,0,3,1,1880,0,1987,0,98024,40575,-121.899,1930,32935
2533300130,20140716T000000,800000,3,2.5,1630,8,0,47.6452,0,5,2,1630,0,1919,0,98119,2640,-122.371,1630,3000
510002995,20150407T000000,832600,4,1,1640,7,0,47.6601,0,3,1.5,1640,0,1925,0,98103,4200,-122.332,1730,3990
3825500080,20150318T000000,470000,4,2.75,2310,8,0,47.7505,0,3,1,1670,640,1989,0,98011,7350,-122.182,2600,6077
8682231190,20141021T000000,542000,2,2,1930,8,0,47.7104,0,3,1,1930,0,2003,0,98053,4500,-122.031,1670,5200
9412400185,20140619T000000,1.31E+06,4,4.5,4750,10,2,47.5332,0,3,2,3600,1150,2005,0,98118,13912,-122.265,3600,22124
7893804790,20141010T000000,308130,4,2.5,2300,7,3,47.4125,0,2,1,1650,650,1959,0,98198,7500,-122.33,2300,7500
3630070010,20150311T000000,310000,2,1,1050,7,0,47.5471,0,3,1,1050,0,2005,0,98029,2699,-121.996,1240,2671
723049132,20141022T000000,235000,2,1,1500,6,0,47.5027,0,3,1,1500,0,1947,0,98146,8015,-122.348,1130,8015
1432600415,20140919T000000,215000,3,1,1150,6,0,47.4613,0,4,1,1150,0,1958,0,98058,7560,-122.184,1230,7560
3306200010,20140605T000000,210000,4,1.5,1920,7,0,47.2987,0,3,1,1370,550,1959,0,98023,10403,-122.366,1550,9619
425069102,20141126T000000,730000,4,2.75,3660,10,0,47.6813,0,3,2,3660,0,1990,0,98053,150282,-122.048,3090,53578
1683600130,20141210T000000,245000,3,1.75,1720,7,0,47.3177,0,4,1,1140,580,1981,0,98092,9342,-122.182,1330,7540
3741600020,20140915T000000,540000,3,2.25,2100,8,4,47.4544,0,3,1,1470,630,1948,0,98166,20018,-122.366,2410,17196
5412101150,20150203T000000,299000,4,2.5,2400,8,0,47.2606,0,3,2,2400,0,2001,0,98001,6078,-122.285,2406,7642
509000020,20141118T000000,510000,3,2.5,2540,10,0,47.6037,0,3,2,2540,0,1991,0,98074,40106,-122.043,3190,71797
1311500020,20140703T000000,198000,4,1.75,2080,7,0,47.3385,0,4,1,1050,1030,1966,0,98001,7200,-122.282,1500,7350
662350050,20140523T000000,950000,5,3.25,3400,10,0,47.6141,0,3,2,3400,0,1999,0,98007,7452,-122.136,2650,8749
3327020290,20150220T000000,300000,4,1.75,2200,8,0,47.3131,0,3,2,2200,0,1978,0,98092,7600,-122.191,1910,7600
1086100130,20140904T000000,528000,5,1.75,2140,7,0,47.6625,0,3,1,1200,940,1962,0,98033,8580,-122.178,1600,9206
2111011060,20140618T000000,507000,5,3.25,3850,9,2,47.3324,0,3,2,3030,820,2002,0,98092,16249,-122.168,2640,7393
7852090280,20150219T000000,770000,4,3.25,4270,9,0,47.5362,0,3,2,3060,1210,2001,0,98065,6384,-121.874,2850,6285
2873000780,20150220T000000,255000,3,1.75,1340,7,0,47.4182,0,4,1,1340,0,1975,0,98031,7210,-122.167,1370,7210
3530470190,20150505T000000,220000,1,1.5,1100,8,0,47.3829,0,4,1.5,1100,0,1978,0,98198,3451,-122.322,1400,4560
5014600440,20150223T000000,690700,5,2.75,2870,9,0,47.5405,0,3,2,2870,0,2005,0,98059,5349,-122.187,2800,5000
5049800005,20140627T000000,447000,2,1,1320,7,0,47.705,0,3,1,1320,0,1953,0,98177,8380,-122.367,1290,8025
7443001470,20140520T000000,755000,6,2,2150,7,0,47.6514,0,3,1,1270,880,1952,0,98119,4505,-122.369,1740,4505
2771604640,20150313T000000,700000,4,1.5,2470,7,0,47.6365,0,3,1.5,1480,990,1940,0,98199,6000,-122.391,2140,4000
7140200280,20140715T000000,250000,4,2.75,1910,7,0,47.369,0,4,1,1000,910,1980,0,98030,7700,-122.17,1880,7875
3793500780,20140510T000000,320000,3,2.5,2130,7,0,47.3655,0,3,2,2130,0,2003,0,98038,6969,-122.027,1670,9545
5525400420,20140514T000000,565000,4,2.5,2240,9,0,47.5276,0,4,2,2240,0,1989,0,98059,14667,-122.161,2410,11243
7986400305,20150424T000000,754300,5,2.75,1800,7,0,47.6648,0,4,2,1680,120,1939,0,98107,4500,-122.358,1730,4500
3619600143,20140505T000000,650000,3,1.5,2160,8,2,47.7241,0,4,1,1400,760,1949,0,98177,9000,-122.369,3010,9000
7787890050,20150218T000000,529888,4,2.5,3140,8,0,47.4866,0,3,2,3140,0,2003,0,98059,8455,-122.147,3140,7391
2780700050,20141106T000000,432000,3,2.5,1920,8,0,47.7633,0,3,2,1920,0,2000,0,98028,9812,-122.243,1830,10534
5595900280,20150318T000000,235000,3,1,1050,7,0,47.2046,0,5,1.5,1050,0,1955,0,98022,7670,-121.996,1220,7670
7203220130,20150127T000000,994900,4,3.5,3695,9,0,47.683,0,3,2,3695,0,2014,0,98053,6556,-122.015,4160,6786
9406540130,20150403T000000,489000,4,2.5,3910,9,0,47.3766,0,3,2,2710,1200,2000,0,98038,8442,-122.027,2650,7576
9526600250,20150420T000000,800000,4,2.75,3010,8,0,47.7068,0,3,2,3010,0,2010,0,98052,7427,-122.112,3000,4929
9542900190,20140516T000000,370000,4,1.5,1370,7,0,47.7237,0,3,1,900,470,1972,0,98034,9957,-122.181,1510,8088
3840700653,20141212T000000,436000,4,2.75,2080,8,0,47.7149,0,3,1,1240,840,1979,0,98034,9600,-122.235,1880,9525
6084200080,20140528T000000,395000,3,2.5,2250,7,0,47.4787,0,3,2,2250,0,2006,0,98059,3757,-122.129,2250,4556
3705900130,20140523T000000,377691,5,1.75,2120,7,0,47.7621,0,4,1,1320,800,1942,0,98133,8399,-122.335,2120,8398
3333002385,20150417T000000,370000,5,3,2220,7,3,47.543,0,3,2,2220,0,2003,0,98118,5185,-122.29,2340,6316
3904910050,20141023T000000,515000,3,2.5,1440,8,0,47.5688,0,5,1,1440,0,1987,0,98029,4394,-122.019,1900,5893
5556900080,20140926T000000,169000,3,1,910,7,0,47.3405,0,3,1,910,0,1969,0,98001,7686,-122.288,1020,7686
4443800415,20150321T000000,475000,3,1,1270,7,0,47.6848,0,3,1,1270,0,1921,0,98117,4268,-122.392,1310,4080
3791400250,20150425T000000,420000,3,2.5,2480,9,0,47.4044,0,3,2,2480,0,1999,0,98031,6180,-122.208,2870,6180
9551201585,20140701T000000,1.30E+06,6,2.75,2630,9,0,47.6695,0,5,2,2510,120,1900,0,98103,9420,-122.337,1540,4969
7856620050,20150225T000000,822000,3,2,2410,9,0,47.5632,0,3,2,1840,570,1985,0,98006,13300,-122.148,2930,10900
9320200050,20141216T000000,1.50E+06,4,2.75,2930,9,0,47.6264,0,4,1,2310,620,1964,0,98004,25697,-122.226,3810,20681
1954420380,20150330T000000,485000,3,2.25,1570,8,0,47.6176,0,3,1,1180,390,1988,0,98074,6810,-122.044,1620,6584
740500010,20140807T000000,270000,4,1,1900,7,0,47.4406,0,3,1,1200,700,1956,0,98055,8505,-122.196,1440,8505
6673050020,20150401T000000,300000,6,2.5,2590,8,0,47.4608,0,4,1,1390,1200,1978,0,98055,11250,-122.196,2270,8360
1853081060,20150416T000000,878000,4,2.5,3810,9,0,47.5925,0,3,2,3810,0,2007,0,98074,7728,-122.058,3290,7728
6308000020,20150403T000000,590000,3,2.5,2290,9,0,47.5441,0,3,2,2290,0,2001,0,98006,4203,-122.172,2290,5089
1720800305,20141119T000000,611900,1,2.25,1220,8,2,47.6703,0,4,2,1220,0,1946,1979,98033,2100,-122.204,3150,6000
1682000280,20150319T000000,240000,3,1.75,1100,7,0,47.3124,0,4,1,1100,0,1968,0,98092,7373,-122.183,1430,8415
3814800280,20150417T000000,395000,4,2.5,2810,8,0,47.3249,0,3,2,2810,0,2003,0,98092,10951,-122.187,1680,6625
3352402195,20140716T000000,169000,3,1,890,6,0,47.4971,0,3,1,890,0,1957,0,98178,7110,-122.261,1100,8375
9320600170,20150324T000000,200500,3,2,1280,7,0,47.4129,0,3,1,1280,0,1963,0,98031,14972,-122.209,1800,9698
5205000250,20150410T000000,308000,3,2.5,2320,8,0,47.275,0,3,2,2320,0,1990,0,98003,7140,-122.295,2360,7955
9264920250,20140710T000000,290256,3,2.25,1720,8,0,47.3136,0,3,2,1720,0,1983,0,98023,7885,-122.344,2340,7885
2473101190,20150427T000000,279950,3,1.75,1530,7,0,47.4483,0,4,1,1040,490,1967,0,98058,8800,-122.158,1530,8690
5437820020,20140807T000000,195000,3,1.75,1580,7,0,47.1958,0,3,1,1580,0,1979,0,98022,7875,-122.003,1560,8314
4067600275,20140826T000000,630000,3,1,1360,6,0,47.3359,0,5,1,1360,0,1945,0,98010,13000,-122.033,1890,19650
6447300345,20150406T000000,1.16E+06,4,3,2680,8,2,47.6109,0,3,2,2680,0,1902,1956,98039,15438,-122.226,4480,14406
3905100280,20140701T000000,478000,3,2.25,1640,8,0,47.5689,0,3,2,1640,0,1994,0,98029,3896,-122.006,1780,3999
9285800275,20140814T000000,835000,3,2.25,2520,8,2,47.5705,0,5,2,1700,820,1944,1990,98126,6690,-122.381,1990,5792
1891100130,20150417T000000,639000,3,2.25,1400,9,0,47.695,0,3,2,1400,0,2005,0,98034,2421,-122.169,1500,2743
1592000250,20141013T000000,623000,4,2.75,2300,9,0,47.6218,0,3,2,2300,0,1984,0,98074,12633,-122.032,2240,9246
2328800130,20141217T000000,220000,3,1.75,1900,7,0,47.5081,0,3,1,1260,640,1959,0,98178,7680,-122.266,2000,7740
6067910130,20150325T000000,526000,3,2.25,2000,8,0,47.5443,0,4,1,1250,750,1978,0,98006,18099,-122.18,2060,12000
3333002790,20150123T000000,243500,2,1,900,6,0,47.542,0,3,1,900,0,1948,0,98118,5016,-122.282,1420,5184
9478400080,20140512T000000,750000,4,2.5,2980,9,0,47.5445,0,3,2,2890,90,2000,0,98006,4930,-122.12,2980,6099
3450300020,20150318T000000,329000,4,2,1850,7,0,47.5009,0,5,1,1850,0,1963,0,98059,9126,-122.164,1730,9110
2663000050,20140926T000000,525000,4,1,1570,7,0,47.6275,0,3,1.5,1570,0,1920,0,98102,4000,-122.321,1610,4000
3145600250,20150317T000000,190000,2,1,670,6,0,47.5546,0,4,1,670,0,1948,0,98118,3101,-122.274,1660,4100
6206100130,20140626T000000,772650,4,2.5,2660,7,0,47.5894,0,3,1,2660,0,1955,2014,98005,10800,-122.172,2640,10800
8944320420,20140710T000000,355000,3,2.5,2110,8,0,47.3875,0,4,2,2110,0,1989,0,98042,4038,-122.153,2110,3727
224069145,20150401T000000,650000,3,1.75,1970,8,0,47.5936,0,3,1,1570,400,1980,0,98075,54450,-122.012,2460,36677
3363900280,20150311T000000,678500,3,2.75,1210,7,2,47.6798,0,5,1.5,1210,0,1910,0,98103,3600,-122.354,1630,3910
7504110050,20140626T000000,669950,4,2.5,2670,9,0,47.6327,0,3,2,2670,0,1996,0,98074,11877,-122.036,2430,11333
624100950,20150311T000000,850000,3,2.25,3000,10,0,47.7274,0,3,1,3000,0,1983,0,98077,18450,-122.062,2980,12304
9416400020,20140827T000000,572000,3,2.75,2200,8,0,47.6171,0,3,2,2200,0,2002,0,98074,3885,-122.028,2710,6000
3578400950,20140801T000000,492450,3,1.75,1540,8,0,47.6231,0,2,1,1200,340,1984,0,98074,13002,-122.044,1620,10098
4100000050,20141030T000000,813000,3,1.75,2080,8,0,47.5872,0,3,1,2080,0,1960,0,98005,11866,-122.173,2240,10696
3475000080,20140828T000000,710000,3,2,1780,8,0,47.5796,0,3,1,1780,0,1967,0,98040,9732,-122.229,1900,10200
7871500345,20141202T000000,792500,3,1.5,1960,8,0,47.6423,0,3,2,1330,630,1911,0,98119,2400,-122.37,2090,4000
8857600680,20150313T000000,285900,5,1.5,1690,7,0,47.3859,0,4,1.5,1690,0,1961,0,98032,7725,-122.288,1690,7739
2817100430,20150511T000000,389000,3,2,2080,7,0,47.3733,0,4,1,1250,830,1981,0,98070,12972,-122.432,1530,10089
7649400170,20141205T000000,675000,3,2.25,2070,8,2,47.5543,0,3,2,1490,580,1966,0,98136,2833,-122.398,1940,3794
4048400185,20141022T000000,352000,2,0.75,760,4,0,47.4703,0,4,1,760,0,1931,0,98059,33801,-122.076,1100,39504
3303960250,20150507T000000,1.05E+06,4,3.25,4020,11,0,47.5217,0,3,2,4020,0,2000,0,98059,11588,-122.155,3190,8066
2785000480,20150108T000000,768500,4,1.75,3620,8,0,47.6069,0,4,1,1820,1800,1965,0,98005,10400,-122.167,2410,10400
2926049400,20141226T000000,500000,4,2,2330,7,0,47.7109,0,3,1,1230,1100,1961,0,98125,7778,-122.323,1250,8160
5452302195,20141230T000000,685000,3,2.5,1460,7,0,47.5895,0,4,1,1460,0,1956,0,98040,8800,-122.232,2200,8800
3528900980,20140523T000000,648475,4,2.75,2250,8,0,47.6406,0,3,1,1200,1050,1951,0,98109,5700,-122.344,1720,3850
3886901795,20150422T000000,655000,6,5,2850,7,0,47.6813,0,3,2,2850,0,1994,0,98033,6600,-122.187,1870,9900
1868900675,20140912T000000,895000,4,2.75,2640,8,0,47.6727,0,5,2,1730,910,1925,0,98115,4000,-122.297,1530,3740
4031000290,20150408T000000,195000,3,1,1310,7,0,47.2949,0,3,1,960,350,1962,0,98001,9554,-122.285,1310,9845
9264960480,20141208T000000,368000,4,2.5,2720,9,0,47.3028,0,3,2,2720,0,1989,0,98023,7350,-122.35,2570,8336
3303980680,20150228T000000,997000,4,3.5,3430,11,0,47.5196,0,3,2,3430,0,2001,0,98059,13609,-122.151,3880,11614
1775930010,20141222T000000,335000,3,2.75,1990,7,0,47.7434,0,3,1,1340,650,1977,0,98072,19991,-122.106,1750,9775
3329520170,20140521T000000,250000,3,2,1170,7,0,47.3333,0,3,1,1170,0,1984,0,98001,7258,-122.266,1410,7750
9321010130,20150312T000000,278500,3,1.75,1390,8,0,47.2015,0,4,1,1390,0,1985,0,98022,8980,-122.005,1770,9085
7696600020,20150128T000000,260000,4,1.5,1540,7,0,47.3317,0,3,2,1540,0,1973,0,98001,7300,-122.276,1580,7650
2690600005,20141001T000000,162500,2,1,760,6,0,47.5469,0,2,1,760,0,1920,0,98118,6141,-122.277,900,4120
923049323,20140714T000000,239000,4,1,1280,6,0,47.4989,0,3,1,1280,0,1950,0,98168,8316,-122.302,1310,7830
6705870080,20141121T000000,600000,4,2.5,2990,8,0,47.5773,0,3,2,2990,0,2004,0,98075,5122,-122.055,3140,7875
3797710010,20150428T000000,350000,4,2.25,1770,7,0,47.4192,0,3,2,1770,0,1998,0,98031,7778,-122.201,1770,7591
98030630,20141215T000000,852500,5,3.75,3830,10,0,47.5837,0,3,2,3830,0,2005,0,98075,8131,-121.971,3570,7290
8106300840,20140721T000000,485000,3,2.5,2870,9,0,47.4471,0,3,2,2870,0,2008,0,98055,5490,-122.207,3040,5442
1074100020,20141007T000000,299000,3,1,1520,6,0,47.7699,0,3,1,1520,0,1953,0,98133,8320,-122.335,1500,8320
418000010,20150422T000000,227450,2,1,660,5,0,47.4938,0,4,1,660,0,1952,0,98056,6509,-122.171,970,5713
1782000130,20140523T000000,383000,3,1,1800,7,0,47.525,0,4,1,1200,600,1942,0,98126,5612,-122.378,1450,5250
2124079093,20150112T000000,835000,2,3.25,3570,9,0,47.5448,0,3,1,2370,1200,1998,0,98024,392475,-121.93,3190,217800
9828702890,20150211T000000,760000,5,1.5,3050,8,0,47.621,0,4,1.5,1920,1130,1931,0,98112,2992,-122.302,1200,1209
3797001815,20150217T000000,532500,2,1,820,7,0,47.6842,0,4,1,820,0,1924,0,98103,3000,-122.348,1490,3000
6979900080,20141125T000000,635000,3,2.5,3610,8,0,47.6306,0,3,1,1950,1660,1998,0,98053,26359,-121.968,2620,26427
7319900345,20140825T000000,438500,3,2,1490,7,0,47.5772,0,5,1,770,720,1912,0,98144,3072,-122.307,1320,3072
4346300010,20140618T000000,545500,3,2.5,1560,7,0,47.5591,0,4,1.5,1360,200,1936,0,98108,9361,-122.295,1670,6244
2432000130,20150414T000000,675000,3,1.75,1660,7,0,47.6503,0,3,1,1660,0,1956,0,98033,9549,-122.198,2090,9549
9165100130,20140618T000000,450000,3,1.75,1180,6,0,47.6825,0,4,1,760,420,1928,0,98117,4080,-122.391,1490,4080
844000425,20141223T000000,199999,3,1,960,5,0,47.3091,0,5,1,960,0,1900,0,98010,10815,-122.006,1330,10815
6076500364,20140910T000000,375000,3,1.5,1630,7,0,47.7104,0,3,1,1630,0,1988,0,98034,16170,-122.235,1630,9931
9238430430,20150430T000000,600000,4,2.25,2260,8,0,47.7713,0,3,2,2260,0,1982,0,98072,43847,-122.129,2470,37304
2854800095,20140708T000000,292600,3,1.5,1520,7,0,47.4991,0,4,1,1520,0,1959,0,98056,7123,-122.176,1450,8023
31200020,20150319T000000,1.04E+06,5,2.75,3050,8,0,47.5709,0,4,1,1650,1400,1956,0,98040,8904,-122.214,2920,8904
5364200381,20141010T000000,610000,3,1,1000,8,0,47.6629,0,3,1,1000,0,1945,0,98105,4959,-122.277,2240,4959
1515910290,20140825T000000,397450,4,2.5,2650,8,0,47.3693,0,4,2,2650,0,1993,0,98042,9451,-122.129,2510,8850
3459000020,20150414T000000,382000,3,2.25,1750,8,0,47.7739,0,3,1,1270,480,1963,0,98155,15528,-122.274,2170,12000
3303000130,20150116T000000,370000,3,2.25,1770,8,0,47.7724,0,3,1,1270,500,1966,0,98177,7667,-122.362,2180,8103
3303000130,20150428T000000,520000,3,2.25,1770,8,0,47.7724,0,3,1,1270,500,1966,0,98177,7667,-122.362,2180,8103
3235100080,20140701T000000,260000,2,1,770,6,0,47.766,0,4,1,770,0,1948,0,98155,7906,-122.32,990,7906
7284900460,20141120T000000,890000,4,2.5,3370,8,0,47.7698,0,3,2,3370,0,2014,0,98177,7200,-122.384,1880,7200
6332940020,20140826T000000,344000,5,2,2130,7,0,47.7403,0,3,1,1440,690,1946,2000,98155,8412,-122.318,2310,7474
8802400415,20140625T000000,205000,3,1,1050,7,0,47.4038,0,3,1,1050,0,1958,0,98031,8498,-122.203,1340,8498
4131500190,20150507T000000,379000,5,2.5,2803,8,0,47.3032,0,3,1,2803,0,1963,2011,98003,8550,-122.306,1810,8550
7524400250,20140822T000000,424240,3,2,2080,8,0,47.7035,0,4,2,2080,0,1982,0,98052,12094,-122.164,2230,12204
7524400250,20141124T000000,589950,3,2,2080,8,0,47.7035,0,4,2,2080,0,1982,0,98052,12094,-122.164,2230,12204
4441300440,20140512T000000,582000,4,1.75,2120,7,1,47.6964,0,3,1,1190,930,1951,0,98117,4650,-122.4,2070,6487
1898200080,20150312T000000,349000,3,2.5,2550,9,0,47.3081,0,3,2,2550,0,1989,0,98023,7709,-122.391,2410,9250
1245003375,20150408T000000,658000,3,1,1290,7,0,47.6835,0,4,1,1290,0,1966,0,98033,12005,-122.199,1930,8000
3574300250,20141029T000000,294000,5,2.75,1790,7,0,47.5655,0,4,1.5,1060,730,1915,0,98106,5000,-122.363,1400,5000
5071400104,20140626T000000,690000,5,3.5,2720,8,0,47.6931,0,3,2,1860,860,1993,0,98115,7598,-122.283,2430,7728
9287801150,20150423T000000,600000,3,1,1040,7,2,47.6754,0,3,1.5,1040,0,1912,0,98107,5000,-122.359,1440,4400
8651431100,20150116T000000,199990,3,1,840,6,0,47.3685,0,3,1,840,0,1969,2014,98042,5200,-122.077,870,5200
236500010,20141209T000000,220000,3,1.75,1650,7,0,47.4331,0,3,1,1650,0,1959,0,98188,8850,-122.291,1400,8800
1441800250,20150126T000000,440000,4,2.25,2080,8,0,47.7225,0,3,1,1460,620,1976,0,98034,15750,-122.2,1960,10500
8929000050,20140904T000000,439990,4,2.5,1540,8,0,47.5526,0,3,2,1540,0,2014,0,98029,1994,-121.999,1540,1689
98030660,20150311T000000,815000,4,2.5,3880,10,0,47.5841,0,3,2,3880,0,2006,0,98075,7208,-121.971,3280,7221
3905100380,20150421T000000,535000,4,2.25,1860,8,0,47.5699,0,3,2,1860,0,1995,0,98029,3766,-122.006,1860,4169
1140000050,20141126T000000,215000,3,1.75,1280,7,0,47.2823,0,4,1,1280,0,1975,0,98003,10016,-122.333,1670,9764
5561000010,20150223T000000,605000,3,2.5,3200,8,0,47.4651,0,3,1.5,2100,1100,1965,0,98027,35012,-121.993,2690,35100
8856920250,20140530T000000,349900,3,2.5,2200,8,0,47.4624,0,3,2,2200,0,1990,0,98058,7278,-122.132,2190,8580
5100402668,20150218T000000,495000,3,1,1570,7,0,47.6942,0,4,1,1070,500,1940,0,98115,5510,-122.319,1770,6380
2426049180,20141014T000000,515100,3,2.5,2074,8,0,47.7327,0,3,2,2074,0,1997,0,98034,4900,-122.233,1840,7382
205000010,20140624T000000,620000,4,2.5,2450,9,0,47.6323,0,3,2,2450,0,1994,0,98053,55387,-121.985,2730,38827
7504060020,20150122T000000,657500,4,2.25,2520,9,0,47.6377,0,3,2,2520,0,1980,0,98074,10370,-122.049,2848,12682
4204400098,20150119T000000,250000,5,1.75,2190,7,2,47.4887,0,3,1,1190,1000,1963,0,98055,8250,-122.223,2570,8250
4204400098,20150421T000000,385000,5,1.75,2190,7,2,47.4887,0,3,1,1190,1000,1963,0,98055,8250,-122.223,2570,8250
2131200766,20140522T000000,307000,3,1.5,2320,7,0,47.7413,0,3,1,2320,0,1976,0,98019,7500,-121.979,1480,10000
7760400480,20150513T000000,288000,3,2.5,1370,7,0,47.3717,0,3,1,1090,280,1994,0,98042,9253,-122.073,1470,9253
1863900225,20141028T000000,226450,3,1.75,1730,6,0,47.3774,0,4,1.5,1730,0,1944,0,98032,7200,-122.236,860,7200
1787600224,20150310T000000,390000,3,2.5,1640,7,0,47.7255,0,3,1,1110,530,1967,0,98125,6991,-122.327,1860,7342
323089134,20140930T000000,350000,3,1,1300,6,0,47.5028,0,4,1,1300,0,1971,0,98045,10236,-121.77,1380,11325
7663700759,20141201T000000,368000,3,1.5,1560,7,0,47.7312,0,3,1,1060,500,1969,0,98125,7884,-122.298,1820,9000
3856904970,20140818T000000,469000,2,1,1120,6,0,47.6688,0,3,1,730,390,1921,0,98105,4284,-122.324,2050,4160
1126059007,20150323T000000,865000,3,2.25,2670,9,0,47.7601,0,3,2,2670,0,1985,0,98072,150270,-122.134,3080,81054
2473002850,20150113T000000,515000,5,2.5,3810,8,0,47.4521,0,5,1.5,3810,0,1967,0,98058,15916,-122.14,2470,11662
1112700130,20150123T000000,410000,3,1.75,1440,7,0,47.7296,0,4,1,1440,0,1979,0,98034,8560,-122.232,1460,7560
121059007,20140808T000000,210000,4,1,1200,5,0,47.3375,0,3,1,1200,0,1968,0,98042,43560,-122.123,1400,54450
2896600020,20150325T000000,460000,3,1.75,1520,7,0,47.7226,0,3,1,820,700,1969,0,98034,7700,-122.219,1420,7674
9264900660,20140919T000000,241500,4,2.5,2500,8,0,47.3137,0,3,1,1830,670,1979,0,98023,9654,-122.343,2500,8839
7754900280,20140623T000000,322200,4,2.25,2010,8,0,47.3734,0,4,2,2010,0,1975,0,98042,19000,-122.119,1950,19626
9282801950,20140818T000000,279000,4,1,1210,7,2,47.5026,0,3,1.5,1210,0,1943,0,98178,6000,-122.234,1470,6000
3123039063,20140908T000000,303000,2,1,1100,6,0,47.4471,0,4,1,1100,0,1943,0,98070,27007,-122.473,1746,91476
2770606915,20141020T000000,420000,3,1.5,1050,6,0,47.6578,0,4,1,800,250,1950,0,98199,6615,-122.39,1530,5250
5379804690,20140813T000000,249000,3,1.75,2120,7,0,47.451,0,3,1,1380,740,1961,0,98188,18335,-122.273,2050,18333
6855700080,20140714T000000,294950,3,1,1240,6,0,47.7277,0,3,1,1240,0,1952,0,98125,8840,-122.308,1250,8840
3856900507,20140512T000000,1.32E+06,4,3.5,3460,10,0,47.6718,0,3,2,2560,900,2004,0,98103,3997,-122.329,1860,4000
3501600185,20140915T000000,335000,3,1.75,1270,7,0,47.693,0,3,1,1270,0,1953,0,98117,4800,-122.361,1490,4800
1068000235,20140605T000000,1.16E+06,4,2.25,2980,10,2,47.6426,0,4,1.5,2020,960,1935,0,98199,8051,-122.409,2760,5499
7519000585,20150311T000000,520000,2,1,1250,7,0,47.685,0,3,1.5,1250,0,1926,0,98117,3708,-122.363,1430,3708
1562200380,20140916T000000,560000,4,1.75,1740,8,0,47.6232,0,4,1,1740,0,1965,0,98007,8800,-122.142,2180,8436
7523700305,20141012T000000,243400,4,1.5,1730,7,0,47.3782,0,4,2,1730,0,1959,0,98032,7464,-122.304,1370,7860
8807810050,20140529T000000,405000,3,2,1240,7,0,47.6614,0,3,1,1240,0,1988,0,98053,14404,-122.06,1350,9990
